# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	USD	standard	standard	code	-5.0E12	-USD 5,000,000,000,000.00
en	USD	standard	standard	code	-1.5E12	-USD 1,500,000,000,000.00
en	USD	standard	standard	code	-1.0E12	-USD 1,000,000,000,000.00
en	USD	standard	standard	code	-5.0E11	-USD 500,000,000,000.00
en	USD	standard	standard	code	-1.5E11	-USD 150,000,000,000.00
en	USD	standard	standard	code	-1.0E11	-USD 100,000,000,000.00
en	USD	standard	standard	code	-5.0E10	-USD 50,000,000,000.00
en	USD	standard	standard	code	-1.5E10	-USD 15,000,000,000.00
en	USD	standard	standard	code	-1.0E10	-USD 10,000,000,000.00
en	USD	standard	standard	code	-5.0E9	-USD 5,000,000,000.00
en	USD	standard	standard	code	-1.5E9	-USD 1,500,000,000.00
en	USD	standard	standard	code	-1.0E9	-USD 1,000,000,000.00
en	USD	standard	standard	code	-5.0E8	-USD 500,000,000.00
en	USD	standard	standard	code	-1.5E8	-USD 150,000,000.00
en	USD	standard	standard	code	-1.0E8	-USD 100,000,000.00
en	USD	standard	standard	code	-5.0E7	-USD 50,000,000.00
en	USD	standard	standard	code	-1.5E7	-USD 15,000,000.00
en	USD	standard	standard	code	-1.0E7	-USD 10,000,000.00
en	USD	standard	standard	code	-5000000.0	-USD 5,000,000.00
en	USD	standard	standard	code	-1500000.0	-USD 1,500,000.00
en	USD	standard	standard	code	-1234567.0	-USD 1,234,567.00
en	USD	standard	standard	code	-1234565.0	-USD 1,234,565.00
en	USD	standard	standard	code	-1000000.0	-USD 1,000,000.00
en	USD	standard	standard	code	-999999.9	-USD 999,999.90
en	USD	standard	standard	code	-500000.0	-USD 500,000.00
en	USD	standard	standard	code	-150000.0	-USD 150,000.00
en	USD	standard	standard	code	-100000.0	-USD 100,000.00
en	USD	standard	standard	code	-50000.0	-USD 50,000.00
en	USD	standard	standard	code	-15000.0	-USD 15,000.00
en	USD	standard	standard	code	-10000.0	-USD 10,000.00
en	USD	standard	standard	code	-5000.0	-USD 5,000.00
en	USD	standard	standard	code	-1500.0	-USD 1,500.00
en	USD	standard	standard	code	-1234.56	-USD 1,234.56
en	USD	standard	standard	code	-1000.0	-USD 1,000.00
en	USD	standard	standard	code	-999.9	-USD 999.90
en	USD	standard	standard	code	-500.0	-USD 500.00
en	USD	standard	standard	code	-150.0	-USD 150.00
en	USD	standard	standard	code	-123.0	-USD 123.00
en	USD	standard	standard	code	-100.0	-USD 100.00
en	USD	standard	standard	code	-50.0	-USD 50.00
en	USD	standard	standard	code	-15.0	-USD 15.00
en	USD	standard	standard	code	-12.0	-USD 12.00
en	USD	standard	standard	code	-10.0	-USD 10.00
en	USD	standard	standard	code	-5.0	-USD 5.00
en	USD	standard	standard	code	-3.5	-USD 3.50
en	USD	standard	standard	code	-2.5	-USD 2.50
en	USD	standard	standard	code	-1.5	-USD 1.50
en	USD	standard	standard	code	-1.2	-USD 1.20
en	USD	standard	standard	code	-1.0	-USD 1.00
en	USD	standard	standard	code	-0.5	-USD 0.50
en	USD	standard	standard	code	-0.15000000000000002	-USD 0.15
en	USD	standard	standard	code	-0.135	-USD 0.14
en	USD	standard	standard	code	-0.125	-USD 0.12
en	USD	standard	standard	code	-0.1	-USD 0.10
en	USD	standard	standard	code	-0.05	-USD 0.05
en	USD	standard	standard	code	-0.015	-USD 0.02
en	USD	standard	standard	code	-0.01	-USD 0.01
en	USD	standard	standard	code	-0.00831765	-USD 0.01
en	USD	standard	standard	code	-0.005	-USD 0.00
en	USD	standard	standard	code	-0.0015	-USD 0.00
en	USD	standard	standard	code	-0.001	-USD 0.00
en	USD	standard	standard	code	-5.0E-4	-USD 0.00
en	USD	standard	standard	code	-1.5000000000000001E-4	-USD 0.00
en	USD	standard	standard	code	-1.23E-4	-USD 0.00
en	USD	standard	standard	code	-1.0E-4	-USD 0.00
en	USD	standard	standard	code	-5.0E-5	-USD 0.00
en	USD	standard	standard	code	-1.5000000000000002E-5	-USD 0.00
en	USD	standard	standard	code	-1.0E-5	-USD 0.00
en	USD	standard	standard	code	-4.9999999999999996E-6	-USD 0.00
en	USD	standard	standard	code	-1.5E-6	-USD 0.00
en	USD	standard	standard	code	-1.0E-6	-USD 0.00
en	USD	standard	standard	code	-0.0	-USD 0.00
en	USD	standard	standard	code	1.0E-6	USD 0.00
en	USD	standard	standard	code	1.5E-6	USD 0.00
en	USD	standard	standard	code	4.9999999999999996E-6	USD 0.00
en	USD	standard	standard	code	1.0E-5	USD 0.00
en	USD	standard	standard	code	1.5000000000000002E-5	USD 0.00
en	USD	standard	standard	code	5.0E-5	USD 0.00
en	USD	standard	standard	code	1.0E-4	USD 0.00
en	USD	standard	standard	code	1.23E-4	USD 0.00
en	USD	standard	standard	code	1.5000000000000001E-4	USD 0.00
en	USD	standard	standard	code	5.0E-4	USD 0.00
en	USD	standard	standard	code	0.001	USD 0.00
en	USD	standard	standard	code	0.0015	USD 0.00
en	USD	standard	standard	code	0.005	USD 0.00
en	USD	standard	standard	code	0.01	USD 0.01
en	USD	standard	standard	code	0.015	USD 0.02
en	USD	standard	standard	code	0.05	USD 0.05
en	USD	standard	standard	code	0.1	USD 0.10
en	USD	standard	standard	code	0.125	USD 0.12
en	USD	standard	standard	code	0.135	USD 0.14
en	USD	standard	standard	code	0.15000000000000002	USD 0.15
en	USD	standard	standard	code	0.5	USD 0.50
en	USD	standard	standard	code	1.0	USD 1.00
en	USD	standard	standard	code	1.5	USD 1.50
en	USD	standard	standard	code	2.5	USD 2.50
en	USD	standard	standard	code	3.5	USD 3.50
en	USD	standard	standard	code	5.0	USD 5.00
en	USD	standard	standard	code	10.0	USD 10.00
en	USD	standard	standard	code	12.0	USD 12.00
en	USD	standard	standard	code	15.0	USD 15.00
en	USD	standard	standard	code	50.0	USD 50.00
en	USD	standard	standard	code	100.0	USD 100.00
en	USD	standard	standard	code	123.0	USD 123.00
en	USD	standard	standard	code	150.0	USD 150.00
en	USD	standard	standard	code	500.0	USD 500.00
en	USD	standard	standard	code	999.9	USD 999.90
en	USD	standard	standard	code	1000.0	USD 1,000.00
en	USD	standard	standard	code	1234.56	USD 1,234.56
en	USD	standard	standard	code	1500.0	USD 1,500.00
en	USD	standard	standard	code	5000.0	USD 5,000.00
en	USD	standard	standard	code	10000.0	USD 10,000.00
en	USD	standard	standard	code	15000.0	USD 15,000.00
en	USD	standard	standard	code	50000.0	USD 50,000.00
en	USD	standard	standard	code	100000.0	USD 100,000.00
en	USD	standard	standard	code	150000.0	USD 150,000.00
en	USD	standard	standard	code	500000.0	USD 500,000.00
en	USD	standard	standard	code	999999.9	USD 999,999.90
en	USD	standard	standard	code	1000000.0	USD 1,000,000.00
en	USD	standard	standard	code	1234567.0	USD 1,234,567.00
en	USD	standard	standard	code	1500000.0	USD 1,500,000.00
en	USD	standard	standard	code	5000000.0	USD 5,000,000.00
en	USD	standard	standard	code	1.0E7	USD 10,000,000.00
en	USD	standard	standard	code	1.5E7	USD 15,000,000.00
en	USD	standard	standard	code	5.0E7	USD 50,000,000.00
en	USD	standard	standard	code	1.0E8	USD 100,000,000.00
en	USD	standard	standard	code	1.5E8	USD 150,000,000.00
en	USD	standard	standard	code	5.0E8	USD 500,000,000.00
en	USD	standard	standard	code	1.0E9	USD 1,000,000,000.00
en	USD	standard	standard	code	1.5E9	USD 1,500,000,000.00
en	USD	standard	standard	code	5.0E9	USD 5,000,000,000.00
en	USD	standard	standard	code	1.0E10	USD 10,000,000,000.00
en	USD	standard	standard	code	1.5E10	USD 15,000,000,000.00
en	USD	standard	standard	code	5.0E10	USD 50,000,000,000.00
en	USD	standard	standard	code	1.0E11	USD 100,000,000,000.00
en	USD	standard	standard	code	1.5E11	USD 150,000,000,000.00
en	USD	standard	standard	code	5.0E11	USD 500,000,000,000.00
en	USD	standard	standard	code	1.0E12	USD 1,000,000,000,000.00
en	USD	standard	standard	code	1.5E12	USD 1,500,000,000,000.00
en	USD	standard	standard	code	5.0E12	USD 5,000,000,000,000.00
en	USD	standard	accounting	code	-5.0E12	(USD 5,000,000,000,000.00)
en	USD	standard	accounting	code	-1.5E12	(USD 1,500,000,000,000.00)
en	USD	standard	accounting	code	-1.0E12	(USD 1,000,000,000,000.00)
en	USD	standard	accounting	code	-5.0E11	(USD 500,000,000,000.00)
en	USD	standard	accounting	code	-1.5E11	(USD 150,000,000,000.00)
en	USD	standard	accounting	code	-1.0E11	(USD 100,000,000,000.00)
en	USD	standard	accounting	code	-5.0E10	(USD 50,000,000,000.00)
en	USD	standard	accounting	code	-1.5E10	(USD 15,000,000,000.00)
en	USD	standard	accounting	code	-1.0E10	(USD 10,000,000,000.00)
en	USD	standard	accounting	code	-5.0E9	(USD 5,000,000,000.00)
en	USD	standard	accounting	code	-1.5E9	(USD 1,500,000,000.00)
en	USD	standard	accounting	code	-1.0E9	(USD 1,000,000,000.00)
en	USD	standard	accounting	code	-5.0E8	(USD 500,000,000.00)
en	USD	standard	accounting	code	-1.5E8	(USD 150,000,000.00)
en	USD	standard	accounting	code	-1.0E8	(USD 100,000,000.00)
en	USD	standard	accounting	code	-5.0E7	(USD 50,000,000.00)
en	USD	standard	accounting	code	-1.5E7	(USD 15,000,000.00)
en	USD	standard	accounting	code	-1.0E7	(USD 10,000,000.00)
en	USD	standard	accounting	code	-5000000.0	(USD 5,000,000.00)
en	USD	standard	accounting	code	-1500000.0	(USD 1,500,000.00)
en	USD	standard	accounting	code	-1234567.0	(USD 1,234,567.00)
en	USD	standard	accounting	code	-1234565.0	(USD 1,234,565.00)
en	USD	standard	accounting	code	-1000000.0	(USD 1,000,000.00)
en	USD	standard	accounting	code	-999999.9	(USD 999,999.90)
en	USD	standard	accounting	code	-500000.0	(USD 500,000.00)
en	USD	standard	accounting	code	-150000.0	(USD 150,000.00)
en	USD	standard	accounting	code	-100000.0	(USD 100,000.00)
en	USD	standard	accounting	code	-50000.0	(USD 50,000.00)
en	USD	standard	accounting	code	-15000.0	(USD 15,000.00)
en	USD	standard	accounting	code	-10000.0	(USD 10,000.00)
en	USD	standard	accounting	code	-5000.0	(USD 5,000.00)
en	USD	standard	accounting	code	-1500.0	(USD 1,500.00)
en	USD	standard	accounting	code	-1234.56	(USD 1,234.56)
en	USD	standard	accounting	code	-1000.0	(USD 1,000.00)
en	USD	standard	accounting	code	-999.9	(USD 999.90)
en	USD	standard	accounting	code	-500.0	(USD 500.00)
en	USD	standard	accounting	code	-150.0	(USD 150.00)
en	USD	standard	accounting	code	-123.0	(USD 123.00)
en	USD	standard	accounting	code	-100.0	(USD 100.00)
en	USD	standard	accounting	code	-50.0	(USD 50.00)
en	USD	standard	accounting	code	-15.0	(USD 15.00)
en	USD	standard	accounting	code	-12.0	(USD 12.00)
en	USD	standard	accounting	code	-10.0	(USD 10.00)
en	USD	standard	accounting	code	-5.0	(USD 5.00)
en	USD	standard	accounting	code	-3.5	(USD 3.50)
en	USD	standard	accounting	code	-2.5	(USD 2.50)
en	USD	standard	accounting	code	-1.5	(USD 1.50)
en	USD	standard	accounting	code	-1.2	(USD 1.20)
en	USD	standard	accounting	code	-1.0	(USD 1.00)
en	USD	standard	accounting	code	-0.5	(USD 0.50)
en	USD	standard	accounting	code	-0.15000000000000002	(USD 0.15)
en	USD	standard	accounting	code	-0.135	(USD 0.14)
en	USD	standard	accounting	code	-0.125	(USD 0.12)
en	USD	standard	accounting	code	-0.1	(USD 0.10)
en	USD	standard	accounting	code	-0.05	(USD 0.05)
en	USD	standard	accounting	code	-0.015	(USD 0.02)
en	USD	standard	accounting	code	-0.01	(USD 0.01)
en	USD	standard	accounting	code	-0.00831765	(USD 0.01)
en	USD	standard	accounting	code	-0.005	(USD 0.00)
en	USD	standard	accounting	code	-0.0015	(USD 0.00)
en	USD	standard	accounting	code	-0.001	(USD 0.00)
en	USD	standard	accounting	code	-5.0E-4	(USD 0.00)
en	USD	standard	accounting	code	-1.5000000000000001E-4	(USD 0.00)
en	USD	standard	accounting	code	-1.23E-4	(USD 0.00)
en	USD	standard	accounting	code	-1.0E-4	(USD 0.00)
en	USD	standard	accounting	code	-5.0E-5	(USD 0.00)
en	USD	standard	accounting	code	-1.5000000000000002E-5	(USD 0.00)
en	USD	standard	accounting	code	-1.0E-5	(USD 0.00)
en	USD	standard	accounting	code	-4.9999999999999996E-6	(USD 0.00)
en	USD	standard	accounting	code	-1.5E-6	(USD 0.00)
en	USD	standard	accounting	code	-1.0E-6	(USD 0.00)
en	USD	standard	accounting	code	-0.0	(USD 0.00)
en	USD	standard	accounting	code	1.0E-6	USD 0.00
en	USD	standard	accounting	code	1.5E-6	USD 0.00
en	USD	standard	accounting	code	4.9999999999999996E-6	USD 0.00
en	USD	standard	accounting	code	1.0E-5	USD 0.00
en	USD	standard	accounting	code	1.5000000000000002E-5	USD 0.00
