locale	currency	currency_format_type	number_format_length	currency_display	input	expected
ar	USD	standard		symbol	0.0	‏0.00 US$
ar	USD	standard		symbol	1.2	‏1.20 US$
ar	USD	standard		symbol	0.00831765	‏0.01 US$
ar	USD	standard		symbol	1234565.0	‏1,234,565.00 US$
ar	USD	standard		symbol	-1230.05	‏‎-1,230.05 US$
ar	USD	standard		narrowSymbol	0.0	‏0.00 US$
ar	USD	standard		narrowSymbol	1.2	‏1.20 US$
ar	USD	standard		narrowSymbol	0.00831765	‏0.01 US$
ar	USD	standard		narrowSymbol	1234565.0	‏1,234,565.00 US$
ar	USD	standard		narrowSymbol	-1230.05	‏‎-1,230.05 US$
ar	USD	standard		code	0.0	‏0.00 USD
ar	USD	standard		code	1.2	‏1.20 USD
ar	USD	standard		code	0.00831765	‏0.01 USD
ar	USD	standard		code	1234565.0	‏1,234,565.00 USD
ar	USD	standard		code	-1230.05	‏‎-1,230.05 USD
ar	USD	standard		name	0.0	0.00 دولار أمريكي
ar	USD	standard		name	1.2	1.20 دولار أمريكي
ar	USD	standard		name	0.00831765	0.01 دولار أمريكي
ar	USD	standard		name	1234565.0	1,234,565.00 دولار أمريكي
ar	USD	standard		name	-1230.05	‎-1,230.05 دولار أمريكي
ar	USD	standard	short	symbol	0.0	‏0 US$
ar	USD	standard	short	symbol	1.2	‏1.2 US$
ar	USD	standard	short	symbol	0.00831765	‏0.0083 US$
ar	USD	standard	short	symbol	1234565.0	‏1.2 مليون US$
ar	USD	standard	short	symbol	-1230.05	‎-‏1.2 ألف US$
ar	USD	standard	short	narrowSymbol	0.0	‏0 US$
ar	USD	standard	short	narrowSymbol	1.2	‏1.2 US$
ar	USD	standard	short	narrowSymbol	0.00831765	‏0.0083 US$
ar	USD	standard	short	narrowSymbol	1234565.0	‏1.2 مليون US$
ar	USD	standard	short	narrowSymbol	-1230.05	‎-‏1.2 ألف US$
ar	USD	standard	short	code	0.0	‏0 USD
ar	USD	standard	short	code	1.2	‏1.2 USD
ar	USD	standard	short	code	0.00831765	‏0.0083 USD
ar	USD	standard	short	code	1234565.0	‏1.2 مليون USD
ar	USD	standard	short	code	-1230.05	‎-‏1.2 ألف USD
ar	USD	standard	short	name	0.0	0 دولار أمريكي
ar	USD	standard	short	name	1.2	1.2 دولار أمريكي
ar	USD	standard	short	name	0.00831765	0.0083 دولار أمريكي
ar	USD	standard	short	name	1234565.0	1.2 مليون دولار أمريكي
ar	USD	standard	short	name	-1230.05	‎-1.2 ألف دولار أمريكي
