# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	AED	standard	standard	symbol	1.2	‏1.20 د.إ.‏
ar	AED	standard	standard	symbol	-1230.05	‏‎-1,230.05 د.إ.‏
ar	AED	standard	accounting	symbol	1.2	؜1.20 د.إ.‏
ar	AED	standard	accounting	symbol	-1230.05	(؜1,230.05 د.إ.‏)
ar	AED	short	standard	symbol	1.2	‏1.2 د.إ.‏
ar	AED	short	standard	symbol	-1230.05	‎-‏1.2 ألف د.إ.‏
de	AED	standard	standard	symbol	1.2	1,20 AED
de	AED	standard	standard	symbol	-1230.05	-1.230,05 AED
de	AED	standard	accounting	symbol	1.2	1,20 AED
de	AED	standard	accounting	symbol	-1230.05	-1.230,05 AED
de	AED	short	standard	symbol	1.2	1,2 AED
de	AED	short	standard	symbol	-1230.05	-1230 AED
en	AED	standard	standard	symbol	1.2	AED 1.20
en	AED	standard	standard	symbol	-1230.05	-AED 1,230.05
en	AED	standard	accounting	symbol	1.2	AED 1.20
en	AED	standard	accounting	symbol	-1230.05	(AED 1,230.05)
en	AED	short	standard	symbol	1.2	AED 1.2
en	AED	short	standard	symbol	-1230.05	-AED 1.2K
en_CA	AED	standard	standard	symbol	1.2	AED 1.20
en_CA	AED	standard	standard	symbol	-1230.05	-AED 1,230.05
en_CA	AED	standard	accounting	symbol	1.2	AED 1.20
en_CA	AED	standard	accounting	symbol	-1230.05	(AED 1,230.05)
en_CA	AED	short	standard	symbol	1.2	AED 1.2
en_CA	AED	short	standard	symbol	-1230.05	-AED 1.2K
ar	AFN	standard	standard	symbol	1.2	‏1 AFN
ar	AFN	standard	standard	symbol	-1230.05	‏‎-1,230 AFN
ar	AFN	standard	accounting	symbol	1.2	؜1 AFN
ar	AFN	standard	accounting	symbol	-1230.05	(؜1,230 AFN)
ar	AFN	short	standard	symbol	1.2	‏1.2 AFN
ar	AFN	short	standard	symbol	-1230.05	‎-‏1.2 ألف AFN
de	AFN	standard	standard	symbol	1.2	1 AFN
de	AFN	standard	standard	symbol	-1230.05	-1.230 AFN
de	AFN	standard	accounting	symbol	1.2	1 AFN
de	AFN	standard	accounting	symbol	-1230.05	-1.230 AFN
de	AFN	short	standard	symbol	1.2	1,2 AFN
de	AFN	short	standard	symbol	-1230.05	-1230 AFN
en	AFN	standard	standard	symbol	1.2	AFN 1
en	AFN	standard	standard	symbol	-1230.05	-AFN 1,230
en	AFN	standard	accounting	symbol	1.2	AFN 1
en	AFN	standard	accounting	symbol	-1230.05	(AFN 1,230)
en	AFN	short	standard	symbol	1.2	AFN 1.2
en	AFN	short	standard	symbol	-1230.05	-AFN 1.2K
ps	AFN	standard	standard	symbol	1.2	؋ ۱
ps	AFN	standard	standard	symbol	-1230.05	‎-‎؋ ۱٬۲۳۰
ps	AFN	standard	accounting	symbol	1.2	؋۱
ps	AFN	standard	accounting	symbol	-1230.05	(؋۱٬۲۳۰)
ps	AFN	short	standard	symbol	1.2	؋ ۱٫۲
ps	AFN	short	standard	symbol	-1230.05	‎-‎؋ ۱٫۲K
tk	AFN	standard	standard	symbol	1.2	1 AFN
tk	AFN	standard	standard	symbol	-1230.05	-1 230 AFN
tk	AFN	standard	accounting	symbol	1.2	1 AFN
tk	AFN	standard	accounting	symbol	-1230.05	-1 230 AFN
tk	AFN	short	standard	symbol	1.2	1,2 AFN
tk	AFN	short	standard	symbol	-1230.05	-1,2 müň AFN
ar	ALL	standard	standard	symbol	1.2	‏1 ALL
ar	ALL	standard	standard	symbol	-1230.05	‏‎-1,230 ALL
ar	ALL	standard	accounting	symbol	1.2	؜1 ALL
ar	ALL	standard	accounting	symbol	-1230.05	(؜1,230 ALL)
ar	ALL	short	standard	symbol	1.2	‏1.2 ALL
ar	ALL	short	standard	symbol	-1230.05	‎-‏1.2 ألف ALL
de	ALL	standard	standard	symbol	1.2	1 ALL
de	ALL	standard	standard	symbol	-1230.05	-1.230 ALL
de	ALL	standard	accounting	symbol	1.2	1 ALL
de	ALL	standard	accounting	symbol	-1230.05	-1.230 ALL
de	ALL	short	standard	symbol	1.2	1,2 ALL
de	ALL	short	standard	symbol	-1230.05	-1230 ALL
en	ALL	standard	standard	symbol	1.2	ALL 1
en	ALL	standard	standard	symbol	-1230.05	-ALL 1,230
en	ALL	standard	accounting	symbol	1.2	ALL 1
en	ALL	standard	accounting	symbol	-1230.05	(ALL 1,230)
en	ALL	short	standard	symbol	1.2	ALL 1.2
en	ALL	short	standard	symbol	-1230.05	-ALL 1.2K
gl	ALL	standard	standard	symbol	1.2	1 ALL
gl	ALL	standard	standard	symbol	-1230.05	-1.230 ALL
gl	ALL	standard	accounting	symbol	1.2	1 ALL
gl	ALL	standard	accounting	symbol	-1230.05	(1.230 ALL)
gl	ALL	short	standard	symbol	1.2	1,2 ALL
gl	ALL	short	standard	symbol	-1230.05	-1230 ALL
sq	ALL	standard	standard	symbol	1.2	1 Lekë
sq	ALL	standard	standard	symbol	-1230.05	-1230 Lekë
sq	ALL	standard	accounting	symbol	1.2	1 Lekë
sq	ALL	standard	accounting	symbol	-1230.05	(1230 Lekë)
sq	ALL	short	standard	symbol	1.2	1,2 Lekë
sq	ALL	short	standard	symbol	-1230.05	-1,2 mijë Lekë
ar	AMD	standard	standard	symbol	1.2	‏1.20 AMD
ar	AMD	standard	standard	symbol	-1230.05	‏‎-1,230.05 AMD
ar	AMD	standard	accounting	symbol	1.2	؜1.20 AMD
ar	AMD	standard	accounting	symbol	-1230.05	(؜1,230.05 AMD)
ar	AMD	short	standard	symbol	1.2	‏1.2 AMD
ar	AMD	short	standard	symbol	-1230.05	‎-‏1.2 ألف AMD
de	AMD	standard	standard	symbol	1.2	1,20 AMD
de	AMD	standard	standard	symbol	-1230.05	-1.230,05 AMD
de	AMD	standard	accounting	symbol	1.2	1,20 AMD
de	AMD	standard	accounting	symbol	-1230.05	-1.230,05 AMD
de	AMD	short	standard	symbol	1.2	1,2 AMD
de	AMD	short	standard	symbol	-1230.05	-1230 AMD
en	AMD	standard	standard	symbol	1.2	AMD 1.20
en	AMD	standard	standard	symbol	-1230.05	-AMD 1,230.05
en	AMD	standard	accounting	symbol	1.2	AMD 1.20
en	AMD	standard	accounting	symbol	-1230.05	(AMD 1,230.05)
en	AMD	short	standard	symbol	1.2	AMD 1.2
en	AMD	short	standard	symbol	-1230.05	-AMD 1.2K
hy	AMD	standard	standard	symbol	1.2	1,20 ֏
hy	AMD	standard	standard	symbol	-1230.05	-1230,05 ֏
hy	AMD	standard	accounting	symbol	1.2	1,20 ֏
hy	AMD	standard	accounting	symbol	-1230.05	-1230,05 ֏
hy	AMD	short	standard	symbol	1.2	1,2 ֏
hy	AMD	short	standard	symbol	-1230.05	-1,2 հզր ֏
ky	AMD	standard	standard	symbol	1.2	1,20 AMD
ky	AMD	standard	standard	symbol	-1230.05	-1 230,05 AMD
