locale	currency	currency_format_length	currency_display	input	expected
ar	AED	standard	symbol	0.0	‏0.00 د.إ.‏
ar	AED	standard	symbol	1.2	‏1.20 د.إ.‏
ar	AED	standard	symbol	0.00831765	‏0.01 د.إ.‏
ar	AED	standard	symbol	1234565.0	‏1,234,565.00 د.إ.‏
ar	AED	standard	symbol	-1230.05	‏‎-1,230.05 د.إ.‏
ar	AFN	standard	symbol	0.0	‏0 AFN
ar	AFN	standard	symbol	1.2	‏1 AFN
ar	AFN	standard	symbol	0.00831765	‏0 AFN
ar	AFN	standard	symbol	1234565.0	‏1,234,565 AFN
ar	AFN	standard	symbol	-1230.05	‏‎-1,230 AFN
ar	ALL	standard	symbol	0.0	‏0 ALL
ar	ALL	standard	symbol	1.2	‏1 ALL
ar	ALL	standard	symbol	0.00831765	‏0 ALL
ar	ALL	standard	symbol	1234565.0	‏1,234,565 ALL
ar	ALL	standard	symbol	-1230.05	‏‎-1,230 ALL
ar	AMD	standard	symbol	0.0	‏0.00 AMD
ar	AMD	standard	symbol	1.2	‏1.20 AMD
ar	AMD	standard	symbol	0.00831765	‏0.01 AMD
ar	AMD	standard	symbol	1234565.0	‏1,234,565.00 AMD
ar	AMD	standard	symbol	-1230.05	‏‎-1,230.05 AMD
ar	AOA	standard	symbol	0.0	‏0.00 AOA
ar	AOA	standard	symbol	1.2	‏1.20 AOA
ar	AOA	standard	symbol	0.00831765	‏0.01 AOA
ar	AOA	standard	symbol	1234565.0	‏1,234,565.00 AOA
ar	AOA	standard	symbol	-1230.05	‏‎-1,230.05 AOA
ar	ARS	standard	symbol	0.0	‏0.00 ARS
ar	ARS	standard	symbol	1.2	‏1.20 ARS
ar	ARS	standard	symbol	0.00831765	‏0.01 ARS
ar	ARS	standard	symbol	1234565.0	‏1,234,565.00 ARS
ar	ARS	standard	symbol	-1230.05	‏‎-1,230.05 ARS
ar	AUD	standard	symbol	0.0	‏0.00 AU$
ar	AUD	standard	symbol	1.2	‏1.20 AU$
ar	AUD	standard	symbol	0.00831765	‏0.01 AU$
ar	AUD	standard	symbol	1234565.0	‏1,234,565.00 AU$
ar	AUD	standard	symbol	-1230.05	‏‎-1,230.05 AU$
ar	AWG	standard	symbol	0.0	‏0.00 AWG
