# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	USD	short	standard	code	-5.0E12	-USD 5T
en	USD	short	standard	code	-1.5E12	-USD 1.5T
en	USD	short	standard	code	-1.0E12	-USD 1T
en	USD	short	standard	code	-5.0E11	-USD 500B
en	USD	short	standard	code	-1.5E11	-USD 150B
en	USD	short	standard	code	-1.0E11	-USD 100B
en	USD	short	standard	code	-5.0E10	-USD 50B
en	USD	short	standard	code	-1.5E10	-USD 15B
en	USD	short	standard	code	-1.0E10	-USD 10B
en	USD	short	standard	code	-5.0E9	-USD 5B
en	USD	short	standard	code	-1.5E9	-USD 1.5B
en	USD	short	standard	code	-1.0E9	-USD 1B
en	USD	short	standard	code	-5.0E8	-USD 500M
en	USD	short	standard	code	-1.5E8	-USD 150M
en	USD	short	standard	code	-1.0E8	-USD 100M
en	USD	short	standard	code	-5.0E7	-USD 50M
en	USD	short	standard	code	-1.5E7	-USD 15M
en	USD	short	standard	code	-1.0E7	-USD 10M
en	USD	short	standard	code	-5000000.0	-USD 5M
en	USD	short	standard	code	-1500000.0	-USD 1.5M
en	USD	short	standard	code	-1234567.0	-USD 1.2M
en	USD	short	standard	code	-1234565.0	-USD 1.2M
en	USD	short	standard	code	-1000000.0	-USD 1M
en	USD	short	standard	code	-999999.9	-USD 1M
en	USD	short	standard	code	-500000.0	-USD 500K
en	USD	short	standard	code	-150000.0	-USD 150K
en	USD	short	standard	code	-100000.0	-USD 100K
en	USD	short	standard	code	-50000.0	-USD 50K
en	USD	short	standard	code	-15000.0	-USD 15K
en	USD	short	standard	code	-10000.0	-USD 10K
en	USD	short	standard	code	-5000.0	-USD 5K
en	USD	short	standard	code	-1500.0	-USD 1.5K
en	USD	short	standard	code	-1234.56	-USD 1.2K
en	USD	short	standard	code	-1000.0	-USD 1K
en	USD	short	standard	code	-999.9	-USD 1K
en	USD	short	standard	code	-500.0	-USD 500
en	USD	short	standard	code	-150.0	-USD 150
en	USD	short	standard	code	-123.0	-USD 123
en	USD	short	standard	code	-100.0	-USD 100
en	USD	short	standard	code	-50.0	-USD 50
en	USD	short	standard	code	-15.0	-USD 15
en	USD	short	standard	code	-12.0	-USD 12
en	USD	short	standard	code	-10.0	-USD 10
en	USD	short	standard	code	-5.0	-USD 5
en	USD	short	standard	code	-3.5	-USD 3.5
en	USD	short	standard	code	-2.5	-USD 2.5
en	USD	short	standard	code	-1.5	-USD 1.5
en	USD	short	standard	code	-1.2	-USD 1.2
en	USD	short	standard	code	-1.0	-USD 1
en	USD	short	standard	code	-0.5	-USD 0.5
en	USD	short	standard	code	-0.15000000000000002	-USD 0.15
en	USD	short	standard	code	-0.135	-USD 0.14
en	USD	short	standard	code	-0.125	-USD 0.12
en	USD	short	standard	code	-0.1	-USD 0.1
en	USD	short	standard	code	-0.05	-USD 0.05
en	USD	short	standard	code	-0.015	-USD 0.015
en	USD	short	standard	code	-0.01	-USD 0.01
en	USD	short	standard	code	-0.00831765	-USD 0.0083
en	USD	short	standard	code	-0.005	-USD 0.005
en	USD	short	standard	code	-0.0015	-USD 0.0015
en	USD	short	standard	code	-0.001	-USD 0.001
en	USD	short	standard	code	-5.0E-4	-USD 0.0005
en	USD	short	standard	code	-1.5000000000000001E-4	-USD 0.00015
en	USD	short	standard	code	-1.23E-4	-USD 0.00012
en	USD	short	standard	code	-1.0E-4	-USD 0.0001
en	USD	short	standard	code	-5.0E-5	-USD 0.00005
en	USD	short	standard	code	-1.5000000000000002E-5	-USD 0.000015
en	USD	short	standard	code	-1.0E-5	-USD 0.00001
en	USD	short	standard	code	-4.9999999999999996E-6	-USD 0.000005
en	USD	short	standard	code	-1.5E-6	-USD 0.0000015
en	USD	short	standard	code	-1.0E-6	-USD 0.000001
en	USD	short	standard	code	-0.0	-USD 0
en	USD	short	standard	code	1.0E-6	USD 0.000001
en	USD	short	standard	code	1.5E-6	USD 0.0000015
en	USD	short	standard	code	4.9999999999999996E-6	USD 0.000005
en	USD	short	standard	code	1.0E-5	USD 0.00001
en	USD	short	standard	code	1.5000000000000002E-5	USD 0.000015
en	USD	short	standard	code	5.0E-5	USD 0.00005
en	USD	short	standard	code	1.0E-4	USD 0.0001
en	USD	short	standard	code	1.23E-4	USD 0.00012
en	USD	short	standard	code	1.5000000000000001E-4	USD 0.00015
en	USD	short	standard	code	5.0E-4	USD 0.0005
en	USD	short	standard	code	0.001	USD 0.001
en	USD	short	standard	code	0.0015	USD 0.0015
en	USD	short	standard	code	0.005	USD 0.005
en	USD	short	standard	code	0.01	USD 0.01
en	USD	short	standard	code	0.015	USD 0.015
en	USD	short	standard	code	0.05	USD 0.05
en	USD	short	standard	code	0.1	USD 0.1
en	USD	short	standard	code	0.125	USD 0.12
en	USD	short	standard	code	0.135	USD 0.14
en	USD	short	standard	code	0.15000000000000002	USD 0.15
en	USD	short	standard	code	0.5	USD 0.5
en	USD	short	standard	code	1.0	USD 1
en	USD	short	standard	code	1.5	USD 1.5
en	USD	short	standard	code	2.5	USD 2.5
en	USD	short	standard	code	3.5	USD 3.5
en	USD	short	standard	code	5.0	USD 5
en	USD	short	standard	code	10.0	USD 10
en	USD	short	standard	code	12.0	USD 12
en	USD	short	standard	code	15.0	USD 15
en	USD	short	standard	code	50.0	USD 50
en	USD	short	standard	code	100.0	USD 100
en	USD	short	standard	code	123.0	USD 123
en	USD	short	standard	code	150.0	USD 150
en	USD	short	standard	code	500.0	USD 500
en	USD	short	standard	code	999.9	USD 1K
en	USD	short	standard	code	1000.0	USD 1K
en	USD	short	standard	code	1234.56	USD 1.2K
en	USD	short	standard	code	1500.0	USD 1.5K
en	USD	short	standard	code	5000.0	USD 5K
en	USD	short	standard	code	10000.0	USD 10K
en	USD	short	standard	code	15000.0	USD 15K
en	USD	short	standard	code	50000.0	USD 50K
en	USD	short	standard	code	100000.0	USD 100K
en	USD	short	standard	code	150000.0	USD 150K
en	USD	short	standard	code	500000.0	USD 500K
en	USD	short	standard	code	999999.9	USD 1M
en	USD	short	standard	code	1000000.0	USD 1M
en	USD	short	standard	code	1234567.0	USD 1.2M
en	USD	short	standard	code	1500000.0	USD 1.5M
en	USD	short	standard	code	5000000.0	USD 5M
en	USD	short	standard	code	1.0E7	USD 10M
en	USD	short	standard	code	1.5E7	USD 15M
en	USD	short	standard	code	5.0E7	USD 50M
en	USD	short	standard	code	1.0E8	USD 100M
en	USD	short	standard	code	1.5E8	USD 150M
en	USD	short	standard	code	5.0E8	USD 500M
en	USD	short	standard	code	1.0E9	USD 1B
en	USD	short	standard	code	1.5E9	USD 1.5B
en	USD	short	standard	code	5.0E9	USD 5B
en	USD	short	standard	code	1.0E10	USD 10B
en	USD	short	standard	code	1.5E10	USD 15B
en	USD	short	standard	code	5.0E10	USD 50B
en	USD	short	standard	code	1.0E11	USD 100B
en	USD	short	standard	code	1.5E11	USD 150B
en	USD	short	standard	code	5.0E11	USD 500B
en	USD	short	standard	code	1.0E12	USD 1T
en	USD	short	standard	code	1.5E12	USD 1.5T
en	USD	short	standard	code	5.0E12	USD 5T
en	JPY	short	standard	code	-5.0E12	-JPY 5T
en	JPY	short	standard	code	-1.5E12	-JPY 1.5T
en	JPY	short	standard	code	-1.0E12	-JPY 1T
en	JPY	short	standard	code	-5.0E11	-JPY 500B
en	JPY	short	standard	code	-1.5E11	-JPY 150B
en	JPY	short	standard	code	-1.0E11	-JPY 100B
en	JPY	short	standard	code	-5.0E10	-JPY 50B
en	JPY	short	standard	code	-1.5E10	-JPY 15B
en	JPY	short	standard	code	-1.0E10	-JPY 10B
en	JPY	short	standard	code	-5.0E9	-JPY 5B
en	JPY	short	standard	code	-1.5E9	-JPY 1.5B
en	JPY	short	standard	code	-1.0E9	-JPY 1B
en	JPY	short	standard	code	-5.0E8	-JPY 500M
en	JPY	short	standard	code	-1.5E8	-JPY 150M
en	JPY	short	standard	code	-1.0E8	-JPY 100M
en	JPY	short	standard	code	-5.0E7	-JPY 50M
en	JPY	short	standard	code	-1.5E7	-JPY 15M
en	JPY	short	standard	code	-1.0E7	-JPY 10M
en	JPY	short	standard	code	-5000000.0	-JPY 5M
en	JPY	short	standard	code	-1500000.0	-JPY 1.5M
en	JPY	short	standard	code	-1234567.0	-JPY 1.2M
en	JPY	short	standard	code	-1234565.0	-JPY 1.2M
en	JPY	short	standard	code	-1000000.0	-JPY 1M
en	JPY	short	standard	code	-999999.9	-JPY 1M
en	JPY	short	standard	code	-500000.0	-JPY 500K
