locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	USD	standard	standard	symbol	-5.0E12	‏‎-5,000,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E12	‏‎-1,500,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E12	‏‎-1,000,000,000,000.00 US$
ar	USD	standard	standard	symbol	-5.0E11	‏‎-500,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E11	‏‎-150,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E11	‏‎-100,000,000,000.00 US$
ar	USD	standard	standard	symbol	-5.0E10	‏‎-50,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E10	‏‎-15,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E10	‏‎-10,000,000,000.00 US$
ar	USD	standard	standard	symbol	-5.0E9	‏‎-5,000,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E9	‏‎-1,500,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E9	‏‎-1,000,000,000.00 US$
ar	USD	standard	standard	symbol	-5.0E8	‏‎-500,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E8	‏‎-150,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E8	‏‎-100,000,000.00 US$
ar	USD	standard	standard	symbol	-5.0E7	‏‎-50,000,000.00 US$
ar	USD	standard	standard	symbol	-1.5E7	‏‎-15,000,000.00 US$
ar	USD	standard	standard	symbol	-1.0E7	‏‎-10,000,000.00 US$
ar	USD	standard	standard	symbol	-5000000.0	‏‎-5,000,000.00 US$
ar	USD	standard	standard	symbol	-1500000.0	‏‎-1,500,000.00 US$
ar	USD	standard	standard	symbol	-1234567.0	‏‎-1,234,567.00 US$
ar	USD	standard	standard	symbol	-1234565.0	‏‎-1,234,565.00 US$
ar	USD	standard	standard	symbol	-1000000.0	‏‎-1,000,000.00 US$
ar	USD	standard	standard	symbol	-999999.9	‏‎-999,999.90 US$
ar	USD	standard	standard	symbol	-500000.0	‏‎-500,000.00 US$
ar	USD	standard	standard	symbol	-150000.0	‏‎-150,000.00 US$
ar	USD	standard	standard	symbol	-100000.0	‏‎-100,000.00 US$
ar	USD	standard	standard	symbol	-50000.0	‏‎-50,000.00 US$
ar	USD	standard	standard	symbol	-15000.0	‏‎-15,000.00 US$
ar	USD	standard	standard	symbol	-10000.0	‏‎-10,000.00 US$
ar	USD	standard	standard	symbol	-5000.0	‏‎-5,000.00 US$
