locale	currency	currency_format_length	currency_display	input	expected
ar	AED	standard	code	0.0	‏0.00 AED
ar	AED	standard	code	1.2	‏1.20 AED
ar	AED	standard	code	0.00831765	‏0.01 AED
ar	AED	standard	code	1234565.0	‏1,234,565.00 AED
ar	AED	standard	code	-1230.05	‏‎-1,230.05 AED
ar	AFN	standard	code	0.0	‏0 AFN
ar	AFN	standard	code	1.2	‏1 AFN
ar	AFN	standard	code	0.00831765	‏0 AFN
ar	AFN	standard	code	1234565.0	‏1,234,565 AFN
ar	AFN	standard	code	-1230.05	‏‎-1,230 AFN
ar	ALL	standard	code	0.0	‏0 ALL
ar	ALL	standard	code	1.2	‏1 ALL
ar	ALL	standard	code	0.00831765	‏0 ALL
ar	ALL	standard	code	1234565.0	‏1,234,565 ALL
ar	ALL	standard	code	-1230.05	‏‎-1,230 ALL
ar	AMD	standard	code	0.0	‏0.00 AMD
ar	AMD	standard	code	1.2	‏1.20 AMD
ar	AMD	standard	code	0.00831765	‏0.01 AMD
ar	AMD	standard	code	1234565.0	‏1,234,565.00 AMD
ar	AMD	standard	code	-1230.05	‏‎-1,230.05 AMD
ar	AOA	standard	code	0.0	‏0.00 AOA
ar	AOA	standard	code	1.2	‏1.20 AOA
ar	AOA	standard	code	0.00831765	‏0.01 AOA
ar	AOA	standard	code	1234565.0	‏1,234,565.00 AOA
ar	AOA	standard	code	-1230.05	‏‎-1,230.05 AOA
ar	ARS	standard	code	0.0	‏0.00 ARS
ar	ARS	standard	code	1.2	‏1.20 ARS
ar	ARS	standard	code	0.00831765	‏0.01 ARS
ar	ARS	standard	code	1234565.0	‏1,234,565.00 ARS
ar	ARS	standard	code	-1230.05	‏‎-1,230.05 ARS
ar	AUD	standard	code	0.0	‏0.00 AUD
ar	AUD	standard	code	1.2	‏1.20 AUD
ar	AUD	standard	code	0.00831765	‏0.01 AUD
ar	AUD	standard	code	1234565.0	‏1,234,565.00 AUD
ar	AUD	standard	code	-1230.05	‏‎-1,230.05 AUD
ar	AWG	standard	code	0.0	‏0.00 AWG
ar	AWG	standard	code	1.2	‏1.20 AWG
ar	AWG	standard	code	0.00831765	‏0.01 AWG
ar	AWG	standard	code	1234565.0	‏1,234,565.00 AWG
ar	AWG	standard	code	-1230.05	‏‎-1,230.05 AWG
ar	AZN	standard	code	0.0	‏0.00 AZN
ar	AZN	standard	code	1.2	‏1.20 AZN
ar	AZN	standard	code	0.00831765	‏0.01 AZN
ar	AZN	standard	code	1234565.0	‏1,234,565.00 AZN
ar	AZN	standard	code	-1230.05	‏‎-1,230.05 AZN
ar	BAM	standard	code	0.0	‏0.00 BAM
ar	BAM	standard	code	1.2	‏1.20 BAM
ar	BAM	standard	code	0.00831765	‏0.01 BAM
ar	BAM	standard	code	1234565.0	‏1,234,565.00 BAM
ar	BAM	standard	code	-1230.05	‏‎-1,230.05 BAM
ar	BBD	standard	code	0.0	‏0.00 BBD
ar	BBD	standard	code	1.2	‏1.20 BBD
ar	BBD	standard	code	0.00831765	‏0.01 BBD
ar	BBD	standard	code	1234565.0	‏1,234,565.00 BBD
ar	BBD	standard	code	-1230.05	‏‎-1,230.05 BBD
ar	BDT	standard	code	0.0	‏0.00 BDT
ar	BDT	standard	code	1.2	‏1.20 BDT
ar	BDT	standard	code	0.00831765	‏0.01 BDT
ar	BDT	standard	code	1234565.0	‏1,234,565.00 BDT
ar	BDT	standard	code	-1230.05	‏‎-1,230.05 BDT
ar	BHD	standard	code	0.0	‏0.000 BHD
ar	BHD	standard	code	1.2	‏1.200 BHD
ar	BHD	standard	code	0.00831765	‏0.008 BHD
ar	BHD	standard	code	1234565.0	‏1,234,565.000 BHD
ar	BHD	standard	code	-1230.05	‏‎-1,230.050 BHD
ar	BIF	standard	code	0.0	‏0 BIF
ar	BIF	standard	code	1.2	‏1 BIF
ar	BIF	standard	code	0.00831765	‏0 BIF
ar	BIF	standard	code	1234565.0	‏1,234,565 BIF
ar	BIF	standard	code	-1230.05	‏‎-1,230 BIF
ar	BMD	standard	code	0.0	‏0.00 BMD
ar	BMD	standard	code	1.2	‏1.20 BMD
ar	BMD	standard	code	0.00831765	‏0.01 BMD
ar	BMD	standard	code	1234565.0	‏1,234,565.00 BMD
ar	BMD	standard	code	-1230.05	‏‎-1,230.05 BMD
ar	BND	standard	code	0.0	‏0.00 BND
ar	BND	standard	code	1.2	‏1.20 BND
ar	BND	standard	code	0.00831765	‏0.01 BND
ar	BND	standard	code	1234565.0	‏1,234,565.00 BND
ar	BND	standard	code	-1230.05	‏‎-1,230.05 BND
ar	BOB	standard	code	0.0	‏0.00 BOB
ar	BOB	standard	code	1.2	‏1.20 BOB
ar	BOB	standard	code	0.00831765	‏0.01 BOB
ar	BOB	standard	code	1234565.0	‏1,234,565.00 BOB
ar	BOB	standard	code	-1230.05	‏‎-1,230.05 BOB
ar	BRL	standard	code	0.0	‏0.00 BRL
ar	BRL	standard	code	1.2	‏1.20 BRL
ar	BRL	standard	code	0.00831765	‏0.01 BRL
ar	BRL	standard	code	1234565.0	‏1,234,565.00 BRL
ar	BRL	standard	code	-1230.05	‏‎-1,230.05 BRL
ar	BSD	standard	code	0.0	‏0.00 BSD
ar	BSD	standard	code	1.2	‏1.20 BSD
ar	BSD	standard	code	0.00831765	‏0.01 BSD
ar	BSD	standard	code	1234565.0	‏1,234,565.00 BSD
ar	BSD	standard	code	-1230.05	‏‎-1,230.05 BSD
ar	BTN	standard	code	0.0	‏0.00 BTN
ar	BTN	standard	code	1.2	‏1.20 BTN
ar	BTN	standard	code	0.00831765	‏0.01 BTN
ar	BTN	standard	code	1234565.0	‏1,234,565.00 BTN
ar	BTN	standard	code	-1230.05	‏‎-1,230.05 BTN
ar	BWP	standard	code	0.0	‏0.00 BWP
ar	BWP	standard	code	1.2	‏1.20 BWP
ar	BWP	standard	code	0.00831765	‏0.01 BWP
ar	BWP	standard	code	1234565.0	‏1,234,565.00 BWP
ar	BWP	standard	code	-1230.05	‏‎-1,230.05 BWP
ar	BYN	standard	code	0.0	‏0.00 BYN
ar	BYN	standard	code	1.2	‏1.20 BYN
ar	BYN	standard	code	0.00831765	‏0.01 BYN
ar	BYN	standard	code	1234565.0	‏1,234,565.00 BYN
ar	BYN	standard	code	-1230.05	‏‎-1,230.05 BYN
ar	BZD	standard	code	0.0	‏0.00 BZD
ar	BZD	standard	code	1.2	‏1.20 BZD
ar	BZD	standard	code	0.00831765	‏0.01 BZD
ar	BZD	standard	code	1234565.0	‏1,234,565.00 BZD
ar	BZD	standard	code	-1230.05	‏‎-1,230.05 BZD
ar	CAD	standard	code	0.0	‏0.00 CAD
ar	CAD	standard	code	1.2	‏1.20 CAD
ar	CAD	standard	code	0.00831765	‏0.01 CAD
ar	CAD	standard	code	1234565.0	‏1,234,565.00 CAD
ar	CAD	standard	code	-1230.05	‏‎-1,230.05 CAD
ar	CDF	standard	code	0.0	‏0.00 CDF
ar	CDF	standard	code	1.2	‏1.20 CDF
ar	CDF	standard	code	0.00831765	‏0.01 CDF
ar	CDF	standard	code	1234565.0	‏1,234,565.00 CDF
ar	CDF	standard	code	-1230.05	‏‎-1,230.05 CDF
ar	CHF	standard	code	0.0	‏0.00 CHF
ar	CHF	standard	code	1.2	‏1.20 CHF
ar	CHF	standard	code	0.00831765	‏0.01 CHF
ar	CHF	standard	code	1234565.0	‏1,234,565.00 CHF
ar	CHF	standard	code	-1230.05	‏‎-1,230.05 CHF
ar	CLP	standard	code	0.0	‏0 CLP
ar	CLP	standard	code	1.2	‏1 CLP
ar	CLP	standard	code	0.00831765	‏0 CLP
ar	CLP	standard	code	1234565.0	‏1,234,565 CLP
ar	CLP	standard	code	-1230.05	‏‎-1,230 CLP
ar	CNY	standard	code	0.0	‏0.00 CNY
ar	CNY	standard	code	1.2	‏1.20 CNY
ar	CNY	standard	code	0.00831765	‏0.01 CNY
ar	CNY	standard	code	1234565.0	‏1,234,565.00 CNY
ar	CNY	standard	code	-1230.05	‏‎-1,230.05 CNY
ar	COP	standard	code	0.0	‏0 COP
ar	COP	standard	code	1.2	‏1 COP
ar	COP	standard	code	0.00831765	‏0 COP
ar	COP	standard	code	1234565.0	‏1,234,565 COP
ar	COP	standard	code	-1230.05	‏‎-1,230 COP
ar	CRC	standard	code	0.0	‏0.00 CRC
ar	CRC	standard	code	1.2	‏1.20 CRC
ar	CRC	standard	code	0.00831765	‏0.01 CRC
ar	CRC	standard	code	1234565.0	‏1,234,565.00 CRC
ar	CRC	standard	code	-1230.05	‏‎-1,230.05 CRC
ar	CUP	standard	code	0.0	‏0.00 CUP
ar	CUP	standard	code	1.2	‏1.20 CUP
ar	CUP	standard	code	0.00831765	‏0.01 CUP
ar	CUP	standard	code	1234565.0	‏1,234,565.00 CUP
ar	CUP	standard	code	-1230.05	‏‎-1,230.05 CUP
ar	CVE	standard	code	0.0	‏0.00 CVE
ar	CVE	standard	code	1.2	‏1.20 CVE
ar	CVE	standard	code	0.00831765	‏0.01 CVE
ar	CVE	standard	code	1234565.0	‏1,234,565.00 CVE
ar	CVE	standard	code	-1230.05	‏‎-1,230.05 CVE
ar	CZK	standard	code	0.0	‏0.00 CZK
ar	CZK	standard	code	1.2	‏1.20 CZK
ar	CZK	standard	code	0.00831765	‏0.01 CZK
ar	CZK	standard	code	1234565.0	‏1,234,565.00 CZK
ar	CZK	standard	code	-1230.05	‏‎-1,230.05 CZK
ar	DJF	standard	code	0.0	‏0 DJF
ar	DJF	standard	code	1.2	‏1 DJF
ar	DJF	standard	code	0.00831765	‏0 DJF
ar	DJF	standard	code	1234565.0	‏1,234,565 DJF
ar	DJF	standard	code	-1230.05	‏‎-1,230 DJF
ar	DKK	standard	code	0.0	‏0.00 DKK
ar	DKK	standard	code	1.2	‏1.20 DKK
ar	DKK	standard	code	0.00831765	‏0.01 DKK
ar	DKK	standard	code	1234565.0	‏1,234,565.00 DKK
ar	DKK	standard	code	-1230.05	‏‎-1,230.05 DKK
ar	DOP	standard	code	0.0	‏0.00 DOP
ar	DOP	standard	code	1.2	‏1.20 DOP
ar	DOP	standard	code	0.00831765	‏0.01 DOP
ar	DOP	standard	code	1234565.0	‏1,234,565.00 DOP
ar	DOP	standard	code	-1230.05	‏‎-1,230.05 DOP
ar	DZD	standard	code	0.0	‏0.00 DZD
ar	DZD	standard	code	1.2	‏1.20 DZD
ar	DZD	standard	code	0.00831765	‏0.01 DZD
ar	DZD	standard	code	1234565.0	‏1,234,565.00 DZD
ar	DZD	standard	code	-1230.05	‏‎-1,230.05 DZD
ar	ERN	standard	code	0.0	‏0.00 ERN
ar	ERN	standard	code	1.2	‏1.20 ERN
ar	ERN	standard	code	0.00831765	‏0.01 ERN
ar	ERN	standard	code	1234565.0	‏1,234,565.00 ERN
ar	ERN	standard	code	-1230.05	‏‎-1,230.05 ERN
ar	ETB	standard	code	0.0	‏0.00 ETB
ar	ETB	standard	code	1.2	‏1.20 ETB
ar	ETB	standard	code	0.00831765	‏0.01 ETB
ar	ETB	standard	code	1234565.0	‏1,234,565.00 ETB
ar	ETB	standard	code	-1230.05	‏‎-1,230.05 ETB
ar	FJD	standard	code	0.0	‏0.00 FJD
ar	FJD	standard	code	1.2	‏1.20 FJD
ar	FJD	standard	code	0.00831765	‏0.01 FJD
ar	FJD	standard	code	1234565.0	‏1,234,565.00 FJD
ar	FJD	standard	code	-1230.05	‏‎-1,230.05 FJD
ar	FKP	standard	code	0.0	‏0.00 FKP
ar	FKP	standard	code	1.2	‏1.20 FKP
ar	FKP	standard	code	0.00831765	‏0.01 FKP
ar	FKP	standard	code	1234565.0	‏1,234,565.00 FKP
ar	FKP	standard	code	-1230.05	‏‎-1,230.05 FKP
ar	GBP	standard	code	0.0	‏0.00 GBP
ar	GBP	standard	code	1.2	‏1.20 GBP
ar	GBP	standard	code	0.00831765	‏0.01 GBP
ar	GBP	standard	code	1234565.0	‏1,234,565.00 GBP
ar	GBP	standard	code	-1230.05	‏‎-1,230.05 GBP
ar	GEL	standard	code	0.0	‏0.00 GEL
ar	GEL	standard	code	1.2	‏1.20 GEL
ar	GEL	standard	code	0.00831765	‏0.01 GEL
ar	GEL	standard	code	1234565.0	‏1,234,565.00 GEL
ar	GEL	standard	code	-1230.05	‏‎-1,230.05 GEL
ar	GHS	standard	code	0.0	‏0.00 GHS
ar	GHS	standard	code	1.2	‏1.20 GHS
